ID,Code,"Entry ID","Is Redeemed?","Redeeemed Date",Winner,"Winner Amount"
5000155,BNZZX0TUU,0,No,,No,
5000156,BNZZX0TUT,0,No,,No,
5000157,BNZZX0TUS,0,No,,No,
5000158,BNZZX0TUR,0,No,,No,
5000159,BNZZX0TUQ,0,No,,No,
5000160,BNZZX0TUP,0,No,,No,
5000161,BNZZX0TUO,0,No,,No,
5000162,BNZZX0TUN,0,No,,No,
5000163,BNZZX0TUM,0,No,,No,
5000164,BNZZX0TUL,0,No,,No,
5000165,BNZZX0TUK,0,No,,No,
5000166,BNZZX0TUJ,0,No,,No,
5000167,BNZZX0TUI,0,No,,No,
5000168,BNZZX0TUH,0,No,,No,
5000169,BNZZX0TUG,0,No,,No,
5000170,BNZZX0TUF,0,No,,No,
5000171,BNZZX0TUE,0,No,,No,
5000172,BNZZX0TUD,0,No,,No,
5000173,BNZZX0TUC,0,No,,No,
5000174,BNZZX0TUB,0,No,,No,
5000175,BNZZX0TUA,0,No,,No,
5000176,BNZZX0TU9,0,No,,No,
5000177,BNZZX0TU8,0,No,,No,
5000178,BNZZX0TU7,0,No,,No,
5000179,BNZZX0TU6,0,No,,No,
5000180,BNZZX0TU5,0,No,,No,
5000181,BNZZX0TU4,0,No,,No,
5000182,BNZZX0TU3,0,No,,No,
5000183,BNZZX0TU2,0,No,,No,
5000184,BNZZX0TU1,0,No,,No,
5000185,BNZZX0TU0,0,No,,No,
5000186,BNZZX0TTZ,0,No,,No,
5000187,BNZZX0TTY,0,No,,No,
5000188,BNZZX0TTX,0,No,,No,
5000189,BNZZX0TTW,0,No,,No,
5000190,BNZZX0TTV,0,No,,No,
5000191,BNZZX0TTU,0,No,,No,
5000192,BNZZX0TTT,0,No,,No,
5000193,BNZZX0TTS,0,No,,No,
5000194,BNZZX0TTR,0,No,,No,
5000195,BNZZX0TTQ,0,No,,No,
5000196,BNZZX0TTP,0,No,,No,
5000197,BNZZX0TTO,0,No,,No,
5000198,BNZZX0TTN,0,No,,No,
5000199,BNZZX0TTM,0,No,,No,
5000200,BNZZX0TTL,0,No,,No,
5000201,BNZZX0TTK,0,No,,No,
5000202,BNZZX0TTJ,0,No,,No,
5000203,BNZZX0TTI,0,No,,No,
5000204,BNZZX0TTH,0,No,,No,
5000205,BNZZX0TTG,0,No,,No,
5000206,BNZZX0TTF,0,No,,No,
5000207,BNZZX0TTE,0,No,,No,
5000208,BNZZX0TTD,0,No,,No,
5000209,BNZZX0TTC,0,No,,No,
5000210,BNZZX0TTB,0,No,,No,
5000211,BNZZX0TTA,0,No,,No,
5000212,BNZZX0TT9,0,No,,No,
5000213,BNZZX0TT8,0,No,,No,
5000214,BNZZX0TT7,0,No,,No,
5000215,BNZZX0TT6,0,No,,No,
5000216,BNZZX0TT5,0,No,,No,
5000217,BNZZX0TT4,0,No,,No,
5000218,BNZZX0TT3,0,No,,No,
5000219,BNZZX0TT2,0,No,,No,
5000220,BNZZX0TT1,0,No,,No,
5000221,BNZZX0TT0,0,No,,No,
5000222,BNZZX0TSZ,0,No,,No,
5000223,BNZZX0TSY,0,No,,No,
5000224,BNZZX0TSX,0,No,,No,
5000225,BNZZX0TSW,0,No,,No,
5000226,BNZZX0TSV,0,No,,No,
5000227,BNZZX0TSU,0,No,,No,
5000228,BNZZX0TST,0,No,,No,
5000229,BNZZX0TSS,0,No,,No,
5000230,BNZZX0TSR,0,No,,No,
5000231,BNZZX0TSQ,0,No,,No,
5000232,BNZZX0TSP,0,No,,No,
5000233,BNZZX0TSO,0,No,,No,
5000234,BNZZX0TSN,0,No,,No,
5000235,BNZZX0TSM,0,No,,No,
5000236,BNZZX0TSL,0,No,,No,
5000237,BNZZX0TSK,0,No,,No,
5000238,BNZZX0TSJ,0,No,,No,
5000239,BNZZX0TSI,0,No,,No,
5000240,BNZZX0TSH,0,No,,No,
5000241,BNZZX0TSG,0,No,,No,
5000242,BNZZX0TSF,0,No,,No,
5000243,BNZZX0TSE,0,No,,No,
5000244,BNZZX0TSD,0,No,,No,
5000245,BNZZX0TSC,0,No,,No,
5000246,BNZZX0TSB,0,No,,No,
5000247,BNZZX0TSA,0,No,,No,
5000248,BNZZX0TS9,0,No,,No,
5000249,BNZZX0TS8,0,No,,No,
5000250,BNZZX0TS7,0,No,,No,
5000251,BNZZX0TS6,0,No,,No,
5000252,BNZZX0TS5,0,No,,No,
5000253,BNZZX0TS4,0,No,,No,
5000254,BNZZX0TS3,0,No,,No,
5000255,BNZZX0TS2,0,No,,No,
5000256,BNZZX0TS1,0,No,,No,
5000257,BNZZX0TS0,0,No,,No,
5000258,BNZZX0TRZ,0,No,,No,
5000259,BNZZX0TRY,0,No,,No,
5000260,BNZZX0TRX,0,No,,No,
5000261,BNZZX0TRW,0,No,,No,
5000262,BNZZX0TRV,0,No,,No,
5000263,BNZZX0TRU,0,No,,No,
5000264,BNZZX0TRT,0,No,,No,
5000265,BNZZX0TRS,0,No,,No,
5000266,BNZZX0TRR,0,No,,No,
5000267,BNZZX0TRQ,0,No,,No,
5000268,BNZZX0TRP,0,No,,No,
5000269,BNZZX0TRO,0,No,,No,
5000270,BNZZX0TRN,0,No,,No,
5000271,BNZZX0TRM,0,No,,No,
5000272,BNZZX0TRL,0,No,,No,
5000273,BNZZX0TRK,0,No,,No,
5000274,BNZZX0TRJ,0,No,,No,
5000275,BNZZX0TRI,0,No,,No,
5000276,BNZZX0TRH,0,No,,No,
5000277,BNZZX0TRG,0,No,,No,
5000278,BNZZX0TRF,0,No,,No,
5000279,BNZZX0TRE,0,No,,No,
5000280,BNZZX0TRD,0,No,,No,
5000281,BNZZX0TRC,0,No,,No,
5000282,BNZZX0TRB,0,No,,No,
5000283,BNZZX0TRA,0,No,,No,
5000284,BNZZX0TR9,0,No,,No,
5000285,BNZZX0TR8,0,No,,No,
5000286,BNZZX0TR7,0,No,,No,
5000287,BNZZX0TR6,0,No,,No,
5000288,BNZZX0TR5,0,No,,No,
5000289,BNZZX0TR4,0,No,,No,
5000290,BNZZX0TR3,0,No,,No,
5000291,BNZZX0TR2,0,No,,No,
5000292,BNZZX0TR1,0,No,,No,
5000293,BNZZX0TR0,0,No,,No,
5000294,BNZZX0TQZ,0,No,,No,
5000295,BNZZX0TQY,0,No,,No,
5000296,BNZZX0TQX,0,No,,No,
5000297,BNZZX0TQW,0,No,,No,
5000298,BNZZX0TQV,0,No,,No,
5000299,BNZZX0TQU,0,No,,No,
5000300,BNZZX0TQT,0,No,,No,
5000301,BNZZX0TQS,0,No,,No,
5000302,BNZZX0TQR,0,No,,No,
5000303,BNZZX0TQQ,0,No,,No,
5000304,BNZZX0TQP,0,No,,No,
5000305,BNZZX0TQO,0,No,,No,
5000306,BNZZX0TQN,0,No,,No,
5000307,BNZZX0TQM,0,No,,No,
5000308,BNZZX0TQL,0,No,,No,
5000309,BNZZX0TQK,0,No,,No,
5000310,BNZZX0TQJ,0,No,,No,
5000311,BNZZX0TQI,0,No,,No,
5000312,BNZZX0TQH,0,No,,No,
5000313,BNZZX0TQG,0,No,,No,
5000314,BNZZX0TQF,0,No,,No,
5000315,BNZZX0TQE,0,No,,No,
5000316,BNZZX0TQD,0,No,,No,
5000317,BNZZX0TQC,0,No,,No,
5000318,BNZZX0TQB,0,No,,No,
5000319,BNZZX0TQA,0,No,,No,
5000320,BNZZX0TQ9,0,No,,No,
5000321,BNZZX0TQ8,0,No,,No,
5000322,BNZZX0TQ7,0,No,,No,
5000323,BNZZX0TQ6,0,No,,No,
5000324,BNZZX0TQ5,0,No,,No,
5000325,BNZZX0TQ4,0,No,,No,
5000326,BNZZX0TQ3,0,No,,No,
5000327,BNZZX0TQ2,0,No,,No,
5000328,BNZZX0TQ1,0,No,,No,
5000329,BNZZX0TQ0,0,No,,No,
5000330,BNZZX0TPZ,0,No,,No,
5000331,BNZZX0TPY,0,No,,No,
5000332,BNZZX0TPX,0,No,,No,
5000333,BNZZX0TPW,0,No,,No,
5000334,BNZZX0TPV,0,No,,No,
5000335,BNZZX0TPU,0,No,,No,
5000336,BNZZX0TPT,0,No,,No,
5000337,BNZZX0TPS,0,No,,No,
5000338,BNZZX0TPR,0,No,,No,
5000339,BNZZX0TPQ,0,No,,No,
5000340,BNZZX0TPP,0,No,,No,
5000341,BNZZX0TPO,0,No,,No,
5000342,BNZZX0TPN,0,No,,No,
5000343,BNZZX0TPM,0,No,,No,
5000344,BNZZX0TPL,0,No,,No,
5000345,BNZZX0TPK,0,No,,No,
5000346,BNZZX0TPJ,0,No,,No,
5000347,BNZZX0TPI,0,No,,No,
5000348,BNZZX0TPH,0,No,,No,
5000349,BNZZX0TPG,0,No,,No,
5000350,BNZZX0TPF,0,No,,No,
5000351,BNZZX0TPE,0,No,,No,
5000352,BNZZX0TPD,0,No,,No,
5000353,BNZZX0TPC,0,No,,No,
5000354,BNZZX0TPB,0,No,,No,
5000355,BNZZX0TPA,0,No,,No,
5000356,BNZZX0TP9,0,No,,No,
5000357,BNZZX0TP8,0,No,,No,
5000358,BNZZX0TP7,0,No,,No,
5000359,BNZZX0TP6,0,No,,No,
5000360,BNZZX0TP5,0,No,,No,
5000361,BNZZX0TP4,0,No,,No,
5000362,BNZZX0TP3,0,No,,No,
5000363,BNZZX0TP2,0,No,,No,
5000364,BNZZX0TP1,0,No,,No,
5000365,BNZZX0TP0,0,No,,No,
5000366,BNZZX0TOZ,0,No,,No,
5000367,BNZZX0TOY,0,No,,No,
5000368,BNZZX0TOX,0,No,,No,
5000369,BNZZX0TOW,0,No,,No,
5000370,BNZZX0TOV,0,No,,No,
5000371,BNZZX0TOU,0,No,,No,
5000372,BNZZX0TOT,0,No,,No,
5000373,BNZZX0TOS,0,No,,No,
5000374,BNZZX0TOR,0,No,,No,
5000375,BNZZX0TOQ,0,No,,No,
5000376,BNZZX0TOP,0,No,,No,
5000377,BNZZX0TOO,0,No,,No,
5000378,BNZZX0TON,0,No,,No,
5000379,BNZZX0TOM,0,No,,No,
5000380,BNZZX0TOL,0,No,,No,
5000381,BNZZX0TOK,0,No,,No,
5000382,BNZZX0TOJ,0,No,,No,
5000383,BNZZX0TOI,0,No,,No,
5000384,BNZZX0TOH,0,No,,No,
5000385,BNZZX0TOG,0,No,,No,
5000386,BNZZX0TOF,0,No,,No,
5000387,BNZZX0TOE,0,No,,No,
5000388,BNZZX0TOD,0,No,,No,
5000389,BNZZX0TOC,0,No,,No,
5000390,BNZZX0TOB,0,No,,No,
5000391,BNZZX0TOA,0,No,,No,
5000392,BNZZX0TO9,0,No,,No,
5000393,BNZZX0TO8,0,No,,No,
5000394,BNZZX0TO7,0,No,,No,
5000395,BNZZX0TO6,0,No,,No,
5000396,BNZZX0TO5,0,No,,No,
5000397,BNZZX0TO4,0,No,,No,
5000398,BNZZX0TO3,0,No,,No,
5000399,BNZZX0TO2,0,No,,No,
5000400,BNZZX0TO1,0,No,,No,
5000401,BNZZX0TO0,0,No,,No,
5000402,BNZZX0TNZ,0,No,,No,
5000403,BNZZX0TNY,0,No,,No,
5000404,BNZZX0TNX,0,No,,No,
5000405,BNZZX0TNW,0,No,,No,
5000406,BNZZX0TNV,0,No,,No,
5000407,BNZZX0TNU,0,No,,No,
5000408,BNZZX0TNT,0,No,,No,
5000409,BNZZX0TNS,0,No,,No,
5000410,BNZZX0TNR,0,No,,No,
5000411,BNZZX0TNQ,0,No,,No,
5000412,BNZZX0TNP,0,No,,No,
5000413,BNZZX0TNO,0,No,,No,
5000414,BNZZX0TNN,0,No,,No,
5000415,BNZZX0TNM,0,No,,No,
5000416,BNZZX0TNL,0,No,,No,
5000417,BNZZX0TNK,0,No,,No,
5000418,BNZZX0TNJ,0,No,,No,
5000419,BNZZX0TNI,0,No,,No,
5000420,BNZZX0TNH,0,No,,No,
5000421,BNZZX0TNG,0,No,,No,
5000422,BNZZX0TNF,0,No,,No,
5000423,BNZZX0TNE,0,No,,No,
5000424,BNZZX0TND,0,No,,No,
5000425,BNZZX0TNC,0,No,,No,
5000426,BNZZX0TNB,0,No,,No,
5000427,BNZZX0TNA,0,No,,No,
5000428,BNZZX0TN9,0,No,,No,
5000429,BNZZX0TN8,0,No,,No,
5000430,BNZZX0TN7,0,No,,No,
5000431,BNZZX0TN6,0,No,,No,
5000432,BNZZX0TN5,0,No,,No,
5000433,BNZZX0TN4,0,No,,No,
5000434,BNZZX0TN3,0,No,,No,
5000435,BNZZX0TN2,0,No,,No,
5000436,BNZZX0TN1,0,No,,No,
5000437,BNZZX0TN0,0,No,,No,
5000438,BNZZX0TMZ,0,No,,No,
5000439,BNZZX0TMY,0,No,,No,
5000440,BNZZX0TMX,0,No,,No,
5000441,BNZZX0TMW,0,No,,No,
5000442,BNZZX0TMV,0,No,,No,
5000443,BNZZX0TMU,0,No,,No,
5000444,BNZZX0TMT,0,No,,No,
5000445,BNZZX0TMS,0,No,,No,
5000446,BNZZX0TMR,0,No,,No,
5000447,BNZZX0TMQ,0,No,,No,
5000448,BNZZX0TMP,0,No,,No,
5000449,BNZZX0TMO,0,No,,No,
5000450,BNZZX0TMN,0,No,,No,
5000451,BNZZX0TMM,0,No,,No,
5000452,BNZZX0TML,0,No,,No,
5000453,BNZZX0TMK,0,No,,No,
5000454,BNZZX0TMJ,0,No,,No,
5000455,BNZZX0TMI,0,No,,No,
5000456,BNZZX0TMH,0,No,,No,
5000457,BNZZX0TMG,0,No,,No,
5000458,BNZZX0TMF,0,No,,No,
5000459,BNZZX0TME,0,No,,No,
5000460,BNZZX0TMD,0,No,,No,
5000461,BNZZX0TMC,0,No,,No,
5000462,BNZZX0TMB,0,No,,No,
5000463,BNZZX0TMA,0,No,,No,
5000464,BNZZX0TM9,0,No,,No,
5000465,BNZZX0TM8,0,No,,No,
5000466,BNZZX0TM7,0,No,,No,
5000467,BNZZX0TM6,0,No,,No,
5000468,BNZZX0TM5,0,No,,No,
5000469,BNZZX0TM4,0,No,,No,
5000470,BNZZX0TM3,0,No,,No,
5000471,BNZZX0TM2,0,No,,No,
5000472,BNZZX0TM1,0,No,,No,
5000473,BNZZX0TM0,0,No,,No,
5000474,BNZZX0TLZ,0,No,,No,
5000475,BNZZX0TLY,0,No,,No,
5000476,BNZZX0TLX,0,No,,No,
5000477,BNZZX0TLW,0,No,,No,
5000478,BNZZX0TLV,0,No,,No,
5000479,BNZZX0TLU,0,No,,No,
5000480,BNZZX0TLT,0,No,,No,
5000481,BNZZX0TLS,0,No,,No,
5000482,BNZZX0TLR,0,No,,No,
5000483,BNZZX0TLQ,0,No,,No,
5000484,BNZZX0TLP,0,No,,No,
5000485,BNZZX0TLO,0,No,,No,
5000486,BNZZX0TLN,0,No,,No,
5000487,BNZZX0TLM,0,No,,No,
5000488,BNZZX0TLL,0,No,,No,
5000489,BNZZX0TLK,0,No,,No,
5000490,BNZZX0TLJ,0,No,,No,
5000491,BNZZX0TLI,0,No,,No,
5000492,BNZZX0TLH,0,No,,No,
5000493,BNZZX0TLG,0,No,,No,
5000494,BNZZX0TLF,0,No,,No,
5000495,BNZZX0TLE,0,No,,No,
5000496,BNZZX0TLD,0,No,,No,
5000497,BNZZX0TLC,0,No,,No,
5000498,BNZZX0TLB,0,No,,No,
5000499,BNZZX0TLA,0,No,,No,
5000500,BNZZX0TL9,0,No,,No,
5000501,BNZZX0TL8,0,No,,No,
5000502,BNZZX0TL7,0,No,,No,
5000503,BNZZX0TL6,0,No,,No,
5000504,BNZZX0TL5,0,No,,No,
5000505,BNZZX0TL4,0,No,,No,
5000506,BNZZX0TL3,0,No,,No,
5000507,BNZZX0TL2,0,No,,No,
5000508,BNZZX0TL1,0,No,,No,
5000509,BNZZX0TL0,0,No,,No,
5000510,BNZZX0TKZ,0,No,,No,
5000511,BNZZX0TKY,0,No,,No,
5000512,BNZZX0TKX,0,No,,No,
5000513,BNZZX0TKW,0,No,,No,
5000514,BNZZX0TKV,0,No,,No,
5000515,BNZZX0TKU,0,No,,No,
5000516,BNZZX0TKT,0,No,,No,
5000517,BNZZX0TKS,0,No,,No,
5000518,BNZZX0TKR,0,No,,No,
5000519,BNZZX0TKQ,0,No,,No,
5000520,BNZZX0TKP,0,No,,No,
5000521,BNZZX0TKO,0,No,,No,
5000522,BNZZX0TKN,0,No,,No,
5000523,BNZZX0TKM,0,No,,No,
5000524,BNZZX0TKL,0,No,,No,
5000525,BNZZX0TKK,0,No,,No,
5000526,BNZZX0TKJ,0,No,,No,
5000527,BNZZX0TKI,0,No,,No,
5000528,BNZZX0TKH,0,No,,No,
5000529,BNZZX0TKG,0,No,,No,
5000530,BNZZX0TKF,0,No,,No,
5000531,BNZZX0TKE,0,No,,No,
5000532,BNZZX0TKD,0,No,,No,
5000533,BNZZX0TKC,0,No,,No,
5000534,BNZZX0TKB,0,No,,No,
5000535,BNZZX0TKA,0,No,,No,
5000536,BNZZX0TK9,0,No,,No,
5000537,BNZZX0TK8,0,No,,No,
5000538,BNZZX0TK7,0,No,,No,
5000539,BNZZX0TK6,0,No,,No,
5000540,BNZZX0TK5,0,No,,No,
5000541,BNZZX0TK4,0,No,,No,
5000542,BNZZX0TK3,0,No,,No,
5000543,BNZZX0TK2,0,No,,No,
5000544,BNZZX0TK1,0,No,,No,
5000545,BNZZX0TK0,0,No,,No,
5000546,BNZZX0TJZ,0,No,,No,
5000547,BNZZX0TJY,0,No,,No,
5000548,BNZZX0TJX,0,No,,No,
5000549,BNZZX0TJW,0,No,,No,
5000550,BNZZX0TJV,0,No,,No,
5000551,BNZZX0TJU,0,No,,No,
5000552,BNZZX0TJT,0,No,,No,
5000553,BNZZX0TJS,0,No,,No,
5000554,BNZZX0TJR,0,No,,No,
5000555,BNZZX0TJQ,0,No,,No,
5000556,BNZZX0TJP,0,No,,No,
5000557,BNZZX0TJO,0,No,,No,
5000558,BNZZX0TJN,0,No,,No,
5000559,BNZZX0TJM,0,No,,No,
5000560,BNZZX0TJL,0,No,,No,
5000561,BNZZX0TJK,0,No,,No,
5000562,BNZZX0TJJ,0,No,,No,
5000563,BNZZX0TJI,0,No,,No,
5000564,BNZZX0TJH,0,No,,No,
5000565,BNZZX0TJG,0,No,,No,
5000566,BNZZX0TJF,0,No,,No,
5000567,BNZZX0TJE,0,No,,No,
5000568,BNZZX0TJD,0,No,,No,
5000569,BNZZX0TJC,0,No,,No,
5000570,BNZZX0TJB,0,No,,No,
5000571,BNZZX0TJA,0,No,,No,
5000572,BNZZX0TJ9,0,No,,No,
5000573,BNZZX0TJ8,0,No,,No,
5000574,BNZZX0TJ7,0,No,,No,
5000575,BNZZX0TJ6,0,No,,No,
5000576,BNZZX0TJ5,0,No,,No,
5000577,BNZZX0TJ4,0,No,,No,
5000578,BNZZX0TJ3,0,No,,No,
5000579,BNZZX0TJ2,0,No,,No,
5000580,BNZZX0TJ1,0,No,,No,
5000581,BNZZX0TJ0,0,No,,No,
5000582,BNZZX0TIZ,0,No,,No,
5000583,BNZZX0TIY,0,No,,No,
5000584,BNZZX0TIX,0,No,,No,
5000585,BNZZX0TIW,0,No,,No,
5000586,BNZZX0TIV,0,No,,No,
5000587,BNZZX0TIU,0,No,,No,
5000588,BNZZX0TIT,0,No,,No,
5000589,BNZZX0TIS,0,No,,No,
5000590,BNZZX0TIR,0,No,,No,
5000591,BNZZX0TIQ,0,No,,No,
5000592,BNZZX0TIP,0,No,,No,
5000593,BNZZX0TIO,0,No,,No,
5000594,BNZZX0TIN,0,No,,No,
5000595,BNZZX0TIM,0,No,,No,
5000596,BNZZX0TIL,0,No,,No,
5000597,BNZZX0TIK,0,No,,No,
5000598,BNZZX0TIJ,0,No,,No,
5000599,BNZZX0TII,0,No,,No,
5000600,BNZZX0TIH,0,No,,No,
5000601,BNZZX0TIG,0,No,,No,
5000602,BNZZX0TIF,0,No,,No,
5000603,BNZZX0TIE,0,No,,No,
5000604,BNZZX0TID,0,No,,No,
5000605,BNZZX0TIC,0,No,,No,
5000606,BNZZX0TIB,0,No,,No,
5000607,BNZZX0TIA,0,No,,No,
5000608,BNZZX0TI9,0,No,,No,
5000609,BNZZX0TI8,0,No,,No,
5000610,BNZZX0TI7,0,No,,No,
5000611,BNZZX0TI6,0,No,,No,
5000612,BNZZX0TI5,0,No,,No,
5000613,BNZZX0TI4,0,No,,No,
5000614,BNZZX0TI3,0,No,,No,
5000615,BNZZX0TI2,0,No,,No,
5000616,BNZZX0TI1,0,No,,No,
5000617,BNZZX0TI0,0,No,,No,
5000618,BNZZX0THZ,0,No,,No,
5000619,BNZZX0THY,0,No,,No,
5000620,BNZZX0THX,0,No,,No,
5000621,BNZZX0THW,0,No,,No,
5000622,BNZZX0THV,0,No,,No,
5000623,BNZZX0THU,0,No,,No,
5000624,BNZZX0THT,0,No,,No,
5000625,BNZZX0THS,0,No,,No,
5000626,BNZZX0THR,0,No,,No,
5000627,BNZZX0THQ,0,No,,No,
5000628,BNZZX0THP,0,No,,No,
5000629,BNZZX0THO,0,No,,No,
